,Name,Locality,Cuisines,avg_cost_for_two,aggregate_rating
2652,Capers - Hotel Effotel,"Hotel Effotel, Vijay Nagar","North Indian, Italian, Chinese, Continental",1200,4.5
2653,Mediterra - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar","Mediterranean, Italian",2500,4.5
2654,Chopstick City - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar",Chinese,1500,4.5
2655,South Avenue,South Tukoganj,North Indian,1000,4.5
2656,One Asia - Indore Marriott Hotel,"Indore Marriott Hotel, Vijay Nagar","Chinese, Asian",2000,4.5
2657,Ni Hao - Radisson Blu Hotel,"Radisson Blu Hotel, Vijay Nagar","Asian, Chinese, Momos",1850,4.6
2658,Masters Bakery Krozzon,Vijay Nagar,"Bakery, Fast Food",850,4.6
2659,Bake N Shake,"BCM Heights, Vijay Nagar","Cafe, Fast Food, Bakery",500,4.2
2660,Mangosteen Cafe,New Palasia,Cafe,800,4
2661,Mocha,YN Road,"Cafe, Continental, Italian, Street Food",800,4.2
2662,Mr. Beans,Old Palasia,"Cafe, French, Italian",800,4.3
2663,Cafe Chapter One,Vijay Nagar,"Cafe, Italian, Fast Food",750,4.5
2664,Cafe Terazza,Vijay Nagar,"Cafe, Italian, Chinese",900,3.9
2665,Cafe Yolo,Vijay Nagar,"Cafe, Fast Food",650,4.1
2666,Tinku's,YN Road,"Sandwich, Fast Food, Beverages",450,4.2
2667,The Eyry,New Palasia,"Cafe, Mexican, Italian, North Indian",1000,4.1
2668,The Chocolate Room,"BCM Heights, Vijay Nagar","Cafe, Desserts",700,3.9
2669,Cafe Bake Well,"Hotel Crown Palace, South Tukoganj","Cafe, Chinese",400,3.9
2670,Cafe Palette,Old Palasia,"Cafe, Mexican, Italian",800,4
2671,Aieroc  Resto Cafe,By Pass Road (North),Cafe,800,4
2672,Fork It Cafe,By Pass Road (South),"Cafe, Fast Food",600,4.3
2673,Effe Cafe,Papaya Tree Hotel,Cafe,800,4
2674,The Nest,Old Palasia,"Cafe, Fast Food",550,4
2675,Indore Baking Company - Indore Marriott Hotel,"Indore Marriott Hotel, Vijay Nagar",Bakery,1500,4.4
2676,Manas Klassika - The Cafe,South Tukoganj,"Cafe, Fast Food, Coffee, Beverages",600,3.8
2677,Cafe@BLU,Geeta Bhavan,"Cafe, Italian, Mexican",700,3.9
2678,Madhuram Sweets,"56 Dukan, New Palasia","Chinese, Mithai",300,4
2679,Johny Hot Dog,"56 Dukan, New Palasia","Fast Food, Street Food",150,4.5
2680,Ravi Alpahar,Old Palasia,Street Food,100,4.3
2681,Vijay Chaat House,"56 Dukan, New Palasia",Street Food,100,4.8
2682,Sam's Momos,"56 Dukan, New Palasia","Momos, Chinese, Rolls, North Indian, Fast Food",500,3.9
2683,Vijay Chaat House,Sarafa Bazaar,Street Food,100,4.4
2684,Joshi Dahi Bada House,Sarafa Bazaar,Street Food,100,4.9
2685,Sam's Momos,"56 Dukan, New Palasia","Momos, Chinese, Rolls, North Indian, Fast Food",500,4
2686,Oye Pappe,"56 Dukan, New Palasia","North Indian, Street Food",450,4.2
2687,Young Tarang,"56 Dukan, New Palasia","Street Food, South Indian",300,3.8
2688,Lal Balti Ki Kachori,Jail Road,Street Food,50,4
2689,Ramesh Masala Dosa,"56 Dukan, New Palasia",South Indian,150,4
2690,Sawariya Chaat House,Sarafa Bazaar,Street Food,150,4
2691,Vrindavan Corn Choupati,New Palasia,"Fast Food, Street Food",150,3.6
2692,The Chicken Company,"56 Dukan, New Palasia","Fast Food, Street Food",300,2.9
2693,Bittu's Dahi Bada,"56 Dukan, New Palasia","Beverages, Fast Food, Street Food",250,3.5
2694,SD 21 - Hotel Somdeep Palace," Hotel Somdeep Palace, Vijay Nagar","North Indian, Chinese",1100,4.6
2695,Tic Tac Toe,Vijay Nagar,"North Indian, Chinese, Fast Food",1200,4.4
2696,Taberna - The Cafe Bar,Vijay Nagar,"Italian, North Indian, Chinese",1400,4.4
2697,Mocha,YN Road,"Cafe, Continental, Italian, Street Food",800,4.2
2698,10 Downing Street,Vijay Nagar,"North Indian, Chinese",1500,4.1
2699,Shosha Cafebar,Vijay Nagar,"North Indian, Mexican, Italian",1500,4
2700,Opium Bar By The Roof,"Infiniti Hotel, Vijay Nagar","Finger Food, North Indian",1400,4.4
2701,KYRO,Bhawar Kuan,"North Indian, Chinese, Continental, Mediterranean, Asian",1800,3.7
2702,Sky Blue Sports Bar,"C21 Mall, Vijay Nagar","Finger Food, North Indian, Chinese, Mughlai",1800,3.3
2703,Calypso,"C21 Mall, Vijay Nagar","North Indian, Chinese, Continental",1500,3.9
2704,Ethyl Bar - Radisson Blu Hotel,"Radisson Blu Hotel, Vijay Nagar",Finger Food,2600,4.2
2705,Indore Kitchen - Indore Marriott Hotel,"Indore Marriott Hotel, Vijay Nagar","North Indian, Italian, Asian, Fast Food",1800,4.4
2706,Patissez,Vijay Nagar,"Continental, Desserts",1000,4.3
2707,Hobnob Gourmet Cafébar,"Infiniti Hotel, Vijay Nagar","Continental, Italian, North Indian",1950,4.6
2708,Chang's Legacy,Vijay Nagar,"Chinese, North Indian",800,4.6
2709,Constellation - Hotel WOW,"Hotel Wow, Vijay Nagar","North Indian, Asian, Italian",1800,4.2
2710,Not So Desi,Vijay Nagar,North Indian,1600,3.7
2711,Twilight - Hotel WOW,"Hotel Wow, Vijay Nagar",Bar Food,2400,4.3
2712,5/78 Skybar,Vijay Nagar,"Japanese, Asian, Mexican, Italian",1875,4.2
2713,Bake N Shake,"BCM Heights, Vijay Nagar","Cafe, Fast Food, Bakery",500,4.2
2714,Rasgulla House,Geeta Bhavan,Mithai,100,4.3
2715,Naturals Ice Cream,RNT Marg,"Desserts, Ice Cream",150,4.7
2716,LSD - Love Sugar & Dough,Vijay Nagar,"Bakery, North Indian, Italian",800,4.1
2717,Cakes N' Craft,Vijay Nagar,"Bakery, Desserts",350,3.9
2718,Top 'N' Town,YN Road,"Ice Cream, Desserts",200,4.1
2719,The Baking Room,New Palasia,"Bakery, Desserts",400,3.8
2720,Shri Agrawal Sweets,RNT Marg,Mithai,250,3.8
2721,Maa Ki Rasoi,Sudama Nagar,"North Indian, South Indian",450,4.1
2722,Sagar Gaire,New Palasia,"South Indian, North Indian, Fast Food",450,4.1
2723,Hotel Rajhans,Sarafa Bazaar,North Indian,400,4
2724,Shreemaya Celebration,"Hotel Shreemaya, RNT Marg","Bakery, North Indian, South Indian, Fast Food",600,4.6
2725,The Monroe,New Palasia,"Italian, Chinese, North Indian",900,4.4
2726,Shreemaya Celebration,Rajendra Nagar,"Bakery, North Indian, South Indian, Fast Food",500,4.3
2727,Via Indore,New Palasia,North Indian,550,3.6
2728,Delicious Hut,HIG-LIG,North Indian,300,4.1
2729,Shreemaya Celebrity,Vijay Nagar,"North Indian, South Indian, Italian, Chinese, Street Food",500,4.3
2730,Alav,New Palasia,"North Indian, Chinese",700,4
2731,Little Italy,Vijay Nagar,"Italian, Mexican",1400,4.5
2732,Shreemaya Celebrity,"Hotel Shreemaya Residency, Press Complex","North Indian, South Indian, Italian, Chinese, Street Food",500,4.5
2733,Gordhan Thal,Geeta Bhavan,Gujarati,600,3.9
2734,The Urban Rasoi,Annapurna Road,"North Indian, Chinese",650,4
2735,Bapu Ki Kutiya,Vijay Nagar,"North Indian, Chinese",550,3.9
2736,Fresh Serve Dine & Cafe,Vijay Nagar,"North Indian, Fast Food, Sandwich, Coffee, Tea",500,4
2737,Desi Tadka,Airport Road,"North Indian, Fast Food",500,3.5
2738,Seasoning,By Pass Road (North),"North Indian, Chinese",800,3.7
2739,Chulha - Papaya Tree Hotel,Papaya Tree Hotel,"North Indian, Chinese",500,3.9
2740,The High Garden,Old Palasia,"Chinese, Fast Food",600,3.8
2741,Food Fantasy,Vijay Nagar,North Indian,600,3.8
2742,A3 Family Restaurant,Rau,North Indian,550,3.8
2743,The Monroe,New Palasia,"Italian, Chinese, North Indian",900,4.4
2744,Mangosteen Cafe,New Palasia,Cafe,800,4
2745,Banana Leaf,"Malhar Mega Mall, Vijay Nagar","South Indian, North Indian",800,4.3
2746,Mama Loca,New Palasia,"Continental, Italian",1100,4.3
2747,Mr. Beans,Old Palasia,"Cafe, French, Italian",800,4.3
2748,10 Downing Street,Vijay Nagar,"North Indian, Chinese",1500,4.1
2749,Little Monk,MR 10 Road,"North Indian, Italian, Chinese",1000,4.2
2750,Nom! Nom! Chinese,Vijay Nagar,"Chinese, Seafood",600,4.1
2751,Little Italy,Vijay Nagar,"Italian, Mexican",1400,4.5
2752,Chopstick City - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar",Chinese,1500,4.5
2753,Echidna Restobrew,By Pass Road (North),"Mediterranean, Asian, North Indian",1300,3.5
2754,One Asia - Indore Marriott Hotel,"Indore Marriott Hotel, Vijay Nagar","Chinese, Asian",2000,4.5
2755,Nakhrali Dhani,Rau,Rajasthani,700,4
2756,Indiya Oye - Radisson Blu Hotel,"Radisson Blu Hotel, Vijay Nagar","North Indian, Kashmiri",1850,4.3
2757,Namo Sandwich,Sudama Nagar,Fast Food,500,4.3
2758,99 Rotiwala,HIG-LIG,North Indian,500,4.2
2759,Kebabsville - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar","North Indian, Bar Food",1500,4.9
2760,Taberna - The Cafe Bar,Vijay Nagar,"Italian, North Indian, Chinese",1400,4.4
2761,Hobnob Gourmet Cafébar,"Infiniti Hotel, Vijay Nagar","Continental, Italian, North Indian",1950,4.6
2762,Bollywood Theka,"Infiniti Hotel, Vijay Nagar","North Indian, Fast Food, Finger Food",1300,4.4
2763,Tea Shack,Vijay Nagar,"Fast Food, Italian",450,4.2
2764,Stars N Sky,"Infiniti Hotel, Vijay Nagar","North Indian, Chinese, Mughlai",1400,4.6
2765,Chopstick City - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar",Chinese,1500,4.5
2766,The Urban Rasoi,Annapurna Road,"North Indian, Chinese",650,4
2767,Aieroc  Resto Cafe,By Pass Road (North),Cafe,800,4
2768,Constellation - Hotel WOW,"Hotel Wow, Vijay Nagar","North Indian, Asian, Italian",1800,4.2
2769,Kava - Fairfield by Marriott,Fairfield By Marriott,"North Indian, Asian, Italian",1500,3.8
2770,Chai Kaapi,Vijay Nagar,"Fast Food, Beverages, Tea",350,4.1
2771,Twilight - Hotel WOW,"Hotel Wow, Vijay Nagar",Bar Food,2400,4.3
2772,Go Bananas - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar","Italian, Mexican",1000,4.1
2773,Waffles & More,Old Palasia,"Cafe, Desserts",500,4.2
2774,Sanchi - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar","North Indian, Chinese",1800,4.3
2775,Meals Lab,Annapurna Road,"North Indian, Chinese, Continental",500,3.9
2776,Magik 24*7,New Palasia,"North Indian, Fast Food",500,3.8
2777,Dip N Dine,Rau,North Indian,600,3.7
2778,Sigda,Vijay Nagar,North Indian,400,3.6
2779,99 Degrees & Rising - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar","North Indian, Chinese, Pizza, Continental",1500,3.8
2780,Kadaknath Special Chicken Restaurant,MR 10 Road,North Indian,800,2.8
2781,Cake Me Up - Hotel WOW,"Hotel Wow, Vijay Nagar",Bakery,500,3.3
2783,Namo Sandwich,Sudama Nagar,Fast Food,500,4.3
2784,Maa Ki Rasoi,Sudama Nagar,"North Indian, South Indian",450,4.1
2785,Tea Shack,Vijay Nagar,"Fast Food, Italian",450,4.2
2786,Dilli Da Roll,New Palasia,Rolls,400,4.4
2787,Via Indore,New Palasia,North Indian,550,3.6
2788,Oye Pappe,Bhawar Kuan,"North Indian, Fast Food",350,4.2
2789,Pleasure House,Bhawar Kuan,"Cafe, Fast Food",500,4.3
2790,Chai Kaapi,Old Palasia,"Fast Food, Beverages, Tea",350,4.1
2791,Chai Kaapi,Vijay Nagar,"Fast Food, Beverages, Tea",350,4.1
2792,Fresh Serve Dine & Cafe,Vijay Nagar,"North Indian, Fast Food, Sandwich, Coffee, Tea",500,4
2793,Desi Tadka,Airport Road,"North Indian, Fast Food",500,3.5
2794,Ice Balls & Slice Square,New Palasia,"Sandwich, Fast Food, Ice Cream",300,4.1
2795,Khana on Choice,Vijay Nagar,"North Indian, Chinese, Italian",450,3.7
2796,Guru Kripa,Rau,North Indian,300,3.9
2797,Little Monk,MR 10 Road,"North Indian, Italian, Chinese",1000,4.2
2798,Hill's View - Papaya Tree Hotel,Papaya Tree Hotel,"North Indian, Chinese, Italian",1300,4.4
2799,Chef's Alcove,Rau,"American, Mexican, Italian",850,4.2
2800,Khanabadosh,By Pass Road (North),"North Indian, Chinese",1000,3.6
2801,"#1, Culinary Avenue - The Red Maple","The Red Maple Mashal, Rau","North Indian, Chinese, Continental",1500,3.9
2802,Aieroc  Resto Cafe,By Pass Road (North),Cafe,800,4
2803,Fork It Cafe,By Pass Road (South),"Cafe, Fast Food",600,4.3
2804,Effe Cafe,Papaya Tree Hotel,Cafe,800,4
2805,Nakhrali Dhani,Rau,Rajasthani,700,4
2806,Desi Tadka,Airport Road,"North Indian, Fast Food",500,3.5
2807,Diners Park,Vijay Nagar,"North Indian, Chinese",850,3.5
2808,Cravings - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar","North Indian, Chinese, Italian",1800,4.7
2809,The Cube - Hotel Effotel,"Hotel Effotel, Vijay Nagar","North Indian, Chinese, Italian",1200,4.8
2810,Kebabsville - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar","North Indian, Bar Food",1500,4.9
2811,Indore Kitchen - Indore Marriott Hotel,"Indore Marriott Hotel, Vijay Nagar","North Indian, Italian, Asian, Fast Food",1800,4.4
2812,Hotel Shreemaya,"Hotel Shreemaya, RNT Marg","North Indian, Mughlai, Chinese",1100,4.4
2813,The Creative Kitchen - Radisson Blu Hotel,"Radisson Blu Hotel, Vijay Nagar","North Indian, Continental, Mexican, Italian",2000,4.1
2814,Culture Restaurant,Vijay Nagar,North Indian,600,3.8
2815,Kava - Fairfield by Marriott,Fairfield By Marriott,"North Indian, Asian, Italian",1500,3.8
2816,Hotel Shreemaya Residency,"Hotel Shreemaya Residency, Press Complex","North Indian, Chinese, Continental",1200,4.2
2817,Golden Treat,"Hotel Crown Palace, South Tukoganj","North Indian, Chinese",1100,3.8
2818,Citrus Cafe,"Lemon Tree Hotel, RNT Marg","North Indian, Italian, Chinese, Cafe",1200,3.6
2819,Nafees Restaurant,Old Palasia,"North Indian, Mughlai",800,4.3
2820,Hotel Zakir,Khajrana,North Indian,300,4.1
2821,Kebabsville - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar","North Indian, Bar Food",1500,4.9
2822,Hotel Madni Darbar,Sarwate Bus Stand,North Indian,300,3.9
2823,Indore Kitchen - Indore Marriott Hotel,"Indore Marriott Hotel, Vijay Nagar","North Indian, Italian, Asian, Fast Food",1800,4.4
2824,Food 4 Foodie,HIG-LIG,"North Indian, Fast Food",450,3.7
2825,Goldy Di Hatti,"BCM Heights, Vijay Nagar","North Indian, Chinese, Biryani",400,3.9
2826,Nom! Nom! Chinese,Vijay Nagar,"Chinese, Seafood",600,4.1
2827,Linkbite,Vijay Nagar,"North Indian, Chinese, Mughlai",500,3.7
2828,Madni Non Veg Restaurant,Gangwal Bus Stand,"North Indian, Biryani",400,4.1
2829,Midnight Chillies,By Pass Road (North),North Indian,600,3.7
2830,Noor's Kitchen,Vijay Nagar,"Mughlai, North Indian, Kebab",700,4
2831,GFC - The Great Food Company,By Pass Road (North),"North Indian, Chinese",800,3.9
2832,Culture Restaurant,Vijay Nagar,North Indian,600,3.8
2833,Chick N Serve,Manik Bagh Road,"Lebanese, North Indian, Chinese",800,3.9
2834,Sizzling Barbeque by Zafri,Vijay Nagar,"North Indian, BBQ",900,3.7
2835,Pinto's Kitchen,Vijay Nagar,"North Indian, Chinese, Biryani",700,3.8
2836,Yo China,"Treasure Island Mall, South Tukoganj","Chinese, Seafood, Thai",750,3.8
2837,Solitaire Restaurant,Vijay Nagar,"North Indian, Chinese",450,4
2838,Go4Meal by Teashack,Vijay Nagar,"North Indian, Chinese",600,3.6
2839,Namo Sandwich,Sudama Nagar,Fast Food,500,4.3
2840,Sagar Gaire,New Palasia,"South Indian, North Indian, Fast Food",450,4.1
2841,Tinku Everfresh,Vijay Nagar,"Sandwich, Fast Food, Beverages",450,4.2
2842,Johny Hot Dog,"56 Dukan, New Palasia","Fast Food, Street Food",150,4.5
2843,Tea Shack,Vijay Nagar,"Fast Food, Italian",450,4.2
2844,Mukki Ke Zayke,Sapna Sangeeta,Fast Food,150,4.4
2845,Tinku's,YN Road,"Sandwich, Fast Food, Beverages",450,4.2
2846,Oye Pappe,Bhawar Kuan,"North Indian, Fast Food",350,4.2
2847,Pleasure House,Bhawar Kuan,"Cafe, Fast Food",500,4.3
2848,Veera Di Hatti,Sapna Sangeeta,North Indian,250,4.4
2849,The Urban Rasoi,Annapurna Road,"North Indian, Chinese",650,4
2850,LSD - Love Sugar & Dough,Vijay Nagar,"Bakery, North Indian, Italian",800,4.1
2851,Icekraft,Vijay Nagar,"Desserts, Ice Cream, Fast Food",300,4.1
2852,The Nest,Old Palasia,"Cafe, Fast Food",550,4
2853,The Chai Bar,New Palasia,"Cafe, Fast Food",300,3.9
2854,Fresh Serve Dine & Cafe,Vijay Nagar,"North Indian, Fast Food, Sandwich, Coffee, Tea",500,4
2855,Cafe Buddies,Annapurna Road,"Fast Food, South Indian, Chinese",300,3.4
2856,Lotus Hut,South Tukoganj,Fast Food,200,3.9
2857,F.Y.I,New Palasia,"Fast Food, South Indian, Chinese",400,3.9
2858,Chai Kaapi,New Palasia,"Cafe, Chinese, Biryani, North Indian",400,3.8
2859,The High Garden,Old Palasia,"Chinese, Fast Food",600,3.8
2860,SD 21 - Hotel Somdeep Palace," Hotel Somdeep Palace, Vijay Nagar","North Indian, Chinese",1100,4.6
2861,The Monroe,New Palasia,"Italian, Chinese, North Indian",900,4.4
2862,Mangosteen Cafe,New Palasia,Cafe,800,4
2863,Cafe Terazza,Vijay Nagar,"Cafe, Italian, Chinese",900,3.9
2864,Stars N Sky,"Infiniti Hotel, Vijay Nagar","North Indian, Chinese, Mughlai",1400,4.6
2865,Hill's View - Papaya Tree Hotel,Papaya Tree Hotel,"North Indian, Chinese, Italian",1300,4.4
2866,Vidorra,Old Palasia,"North Indian, Chinese",1500,4.1
2867,KYRO,Bhawar Kuan,"North Indian, Chinese, Continental, Mediterranean, Asian",1800,3.7
2868,Capers - Hotel Effotel,"Hotel Effotel, Vijay Nagar","North Indian, Italian, Chinese, Continental",1200,4.5
2869,Mediterra - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar","Mediterranean, Italian",2500,4.5
2870,Fork It Cafe,By Pass Road (South),"Cafe, Fast Food",600,4.3
2871,Solitaire Restaurant,Vijay Nagar,"North Indian, Chinese",450,4
2872,The High Garden,Old Palasia,"Chinese, Fast Food",600,3.8
2873,Oye24,HIG-LIG,"North Indian, Chinese",250,4.1
2874,Indore Kitchen - Indore Marriott Hotel,"Indore Marriott Hotel, Vijay Nagar","North Indian, Italian, Asian, Fast Food",1800,4.4
2875,O2 Cafe De La Ville,New Palasia,"Cafe, Fast Food",900,4.1
2876,Cafe Terazza,Vijay Nagar,"Cafe, Italian, Chinese",900,3.9
2877,Chakhna Cafe,Old Palasia,"Chinese, Fast Food, North Indian, Beverages",350,3.9
2878,Linkbite,Vijay Nagar,"North Indian, Chinese, Mughlai",500,3.7
2879,Midnight Chillies,By Pass Road (North),North Indian,600,3.7
2880,Cafe Bake Well,"Hotel Crown Palace, South Tukoganj","Cafe, Chinese",400,3.9
2881,Noor's Kitchen,Vijay Nagar,"Mughlai, North Indian, Kebab",700,4
2882,O2 Cafe 24*7,"Hotel Best Western Plus O2, South Tukoganj","Cafe, Fast Food",600,3.9
2883,Galliyara Restaurant,Khajrana,"North Indian, Chinese",600,3.8
2884,Khana on Choice,Vijay Nagar,"North Indian, Chinese, Italian",450,3.7
2885,Tadka Laga,Vijay Nagar,"North Indian, Fast Food, Chinese",400,3.6
2886,Go4Meal by Teashack,Vijay Nagar,"North Indian, Chinese",600,3.6
2887,Cravings - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar","North Indian, Chinese, Italian",1800,4.7
2888,Kebabsville - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar","North Indian, Bar Food",1500,4.9
2889,Tic Tac Toe,Vijay Nagar,"North Indian, Chinese, Fast Food",1200,4.4
2890,Indore Kitchen - Indore Marriott Hotel,"Indore Marriott Hotel, Vijay Nagar","North Indian, Italian, Asian, Fast Food",1800,4.4
2891,Little Italy,Vijay Nagar,"Italian, Mexican",1400,4.5
2892,The Creative Kitchen - Radisson Blu Hotel,"Radisson Blu Hotel, Vijay Nagar","North Indian, Continental, Mexican, Italian",2000,4.1
2893,Mediterra - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar","Mediterranean, Italian",2500,4.5
2894,Chopstick City - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar",Chinese,1500,4.5
2895,One Asia - Indore Marriott Hotel,"Indore Marriott Hotel, Vijay Nagar","Chinese, Asian",2000,4.5
2896,Constellation - Hotel WOW,"Hotel Wow, Vijay Nagar","North Indian, Asian, Italian",1800,4.2
2897,Ni Hao - Radisson Blu Hotel,"Radisson Blu Hotel, Vijay Nagar","Asian, Chinese, Momos",1850,4.6
2898,Indiya Oye - Radisson Blu Hotel,"Radisson Blu Hotel, Vijay Nagar","North Indian, Kashmiri",1850,4.3
2899,Kava - Fairfield by Marriott,Fairfield By Marriott,"North Indian, Asian, Italian",1500,3.8
2900,Mr & Mrs Somani - The Grand Bhagwati,The Grand Bhagwati,North Indian,1600,4.4
2901,Courtyard - Crescent Spa & Resorts,Crescent Spa & Resorts,"North Indian, Chinese",1500,4
2902,Nafees Restaurant,Old Palasia,"North Indian, Mughlai",800,4.3
2903,Rasgulla House,Geeta Bhavan,Mithai,100,4.3
2904,JMB,Manik Bagh Road,"Chinese, Fast Food, Desserts",400,4.1
2905,Vijay Chaat House,"56 Dukan, New Palasia",Street Food,100,4.8
2906,Vijay Chaat House,Sarafa Bazaar,Street Food,100,4.4
2907,Joshi Dahi Bada House,Sarafa Bazaar,Street Food,100,4.9
2908,Young Tarang,"56 Dukan, New Palasia","Street Food, South Indian",300,3.8
2909,Oye24,HIG-LIG,"North Indian, Chinese",250,4.1
2910,Delicious Hut,HIG-LIG,North Indian,300,4.1
2911,iFoodLounge,Old Palasia,"North Indian, South Indian, Chinese, Fast Food, Street Food",400,3.9
2912,Midnight Chillies,By Pass Road (North),North Indian,600,3.7
2913,Khana on Choice,Vijay Nagar,"North Indian, Chinese, Italian",450,3.7
2914,Tadka Laga,Vijay Nagar,"North Indian, Fast Food, Chinese",400,3.6
2915,Go4Meal by Teashack,Vijay Nagar,"North Indian, Chinese",600,3.6
2916,The Urban Gumti,Vijay Nagar,"Cafe, Fast Food",450,3.5
2917,Tic Tac Toe,Vijay Nagar,"North Indian, Chinese, Fast Food",1200,4.4
2918,Taberna - The Cafe Bar,Vijay Nagar,"Italian, North Indian, Chinese",1400,4.4
2919,Mustang - Hotel Somdeep Palace," Hotel Somdeep Palace, Vijay Nagar","North Indian, Chinese",1500,4.7
2920,Hill's View - Papaya Tree Hotel,Papaya Tree Hotel,"North Indian, Chinese, Italian",1300,4.4
2921,Mediterra - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar","Mediterranean, Italian",2500,4.5
2922,South Avenue,South Tukoganj,North Indian,1000,4.5
2923,One Asia - Indore Marriott Hotel,"Indore Marriott Hotel, Vijay Nagar","Chinese, Asian",2000,4.5
2924,Twilight - Hotel WOW,"Hotel Wow, Vijay Nagar",Bar Food,2400,4.3
2925,Robusta Cafe,Rajendra Nagar,North Indian,700,3.7
2926,Shreemaya Celebration,"Hotel Shreemaya, RNT Marg","Bakery, North Indian, South Indian, Fast Food",600,4.6
2927,Shreemaya Celebration,Rajendra Nagar,"Bakery, North Indian, South Indian, Fast Food",500,4.3
2928,Cakes N' Craft,Old Palasia,"Bakery, Desserts",350,3.9
2929,Simi's,Vijay Nagar,"Bakery, Desserts",300,4.6
2930,Shreemaya Celebrity,Vijay Nagar,"North Indian, South Indian, Italian, Chinese, Street Food",500,4.3
2931,Shreemaya Celebrity,"Hotel Shreemaya Residency, Press Complex","North Indian, South Indian, Italian, Chinese, Street Food",500,4.5
2932,Lucky Bakers,Sudama Nagar,"Bakery, Fast Food",250,3.9
2933,Cakesmith's Alley,Vijay Nagar,"Bakery, Fast Food",500,4.3
2934,Perfect Bakery,Vijay Nagar,"Bakery, Fast Food",200,3.9
2935,LSD - Love Sugar & Dough,Vijay Nagar,"Bakery, North Indian, Italian",800,4.1
2936,The Baking Room,New Palasia,"Bakery, Desserts",400,3.8
2937,Nafees Cakes & Grills,Old Palasia,"Fast Food, Bakery",400,4
2938,Via Indore,New Palasia,North Indian,550,3.6
2939,Delicious Hut,HIG-LIG,North Indian,300,4.1
2940,Gordhan Thal,Geeta Bhavan,Gujarati,600,3.9
2941,Panchavati Gaurav,"Malhar Mega Mall, Vijay Nagar","Gujarati, Rajasthani",600,3.9
2942,Nakhrali Dhani,Rau,Rajasthani,700,4
2943,Romba South,Vijay Nagar,"Andhra, South Indian",600,4
2944,Arora's Central Kitchen,By Pass Road (North),"North Indian, Chinese, Fast Food",400,3.9
